City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
56,Paramirim,BR,2021-02-04 22:29:24,-13.4425,-42.2389,78.31,63,64,3.27
57,Hilo,US,2021-02-04 22:29:15,19.7297,-155.09,71.6,83,90,13.8
58,Vaini,TO,2021-02-04 22:29:24,-21.2,-175.2,84.2,89,75,5.75
59,Haifa,IL,2021-02-04 22:29:24,32.8156,34.9892,55.99,95,100,11.05
60,Iskitim,RU,2021-02-04 22:29:24,54.6366,83.3045,5.0,85,90,6.71
61,Praia,CV,2021-02-04 22:29:24,14.9215,-23.5087,69.8,73,75,21.85
62,Fortuna,US,2021-02-04 22:29:25,40.5982,-124.1573,55.0,71,1,11.5
63,Saint Anthony,US,2021-02-04 22:24:58,45.0205,-93.218,21.2,63,75,16.11
64,Tsiroanomandidy,MG,2021-02-04 22:29:25,-18.7667,46.0333,68.16,92,100,2.06
65,Hithadhoo,MV,2021-02-04 22:29:25,-0.6,73.0833,82.29,75,85,10.49
66,Dingli,MT,2021-02-04 22:29:25,35.8614,14.3822,59.0,88,0,9.22
67,Chokurdakh,RU,2021-02-04 22:29:25,70.6333,147.9167,-10.41,87,28,21.14
68,Clyde River,CA,2021-02-04 22:27:31,70.4692,-68.5914,-20.2,76,75,13.8
69,Coquimbo,CL,2021-02-04 22:29:25,-29.9533,-71.3436,62.6,77,40,10.36
70,Hermanus,ZA,2021-02-04 22:29:25,-34.4187,19.2345,66.0,82,10,10.65
71,San Patricio,US,2021-02-04 22:29:25,28.017,-97.5169,84.99,54,20,14.97
72,Rikitea,PF,2021-02-04 22:29:25,-23.1203,-134.9692,78.76,66,91,9.84
73,Pamekasan,ID,2021-02-04 22:29:26,-7.1568,113.4746,78.35,85,96,17.76
74,Laguna,US,2021-02-04 22:26:16,38.421,-121.4238,59.0,41,1,11.5
75,Ensenada,MX,2021-02-04 22:25:27,31.8667,-116.6167,61.0,78,47,3.0
76,Merauke,ID,2021-02-04 22:29:26,-8.4667,140.3333,78.12,92,100,13.76
77,Arraial Do Cabo,BR,2021-02-04 22:28:32,-22.9661,-42.0278,80.6,78,0,13.8
78,Fonte Boa,BR,2021-02-04 22:29:26,-2.4959,-66.2662,81.36,91,75,0.94
79,Riverton,US,2021-02-04 22:29:26,40.5219,-111.9391,37.99,64,40,5.75
80,Qaanaaq,GL,2021-02-04 22:29:26,77.484,-69.3632,-20.54,61,65,8.14
81,Bambous Virieux,MU,2021-02-04 22:29:09,-20.3428,57.7575,80.01,78,75,11.5
82,New Norfolk,AU,2021-02-04 22:29:07,-42.7826,147.0587,70.0,59,88,1.01
83,Sioux Lookout,CA,2021-02-04 22:29:27,50.1001,-91.917,14.0,73,90,9.22
84,Neuquen,AR,2021-02-04 22:29:27,-38.9516,-68.0591,95.0,20,0,5.75
85,Mount Isa,AU,2021-02-04 22:29:27,-20.7333,139.5,84.2,61,96,10.36
86,Dingle,PH,2021-02-04 22:29:27,10.9995,122.6711,73.89,92,89,8.12
87,Guaruja,BR,2021-02-04 22:26:24,-23.9931,-46.2564,88.0,79,20,9.22
88,Upernavik,GL,2021-02-04 22:29:27,72.7868,-56.1549,-9.08,69,40,4.97
89,Busselton,AU,2021-02-04 22:29:10,-33.65,115.3333,48.0,86,20,12.84
90,Fairbanks,US,2021-02-04 22:27:57,64.8378,-147.7164,-11.99,76,20,3.44
91,Guidonia,IT,2021-02-04 22:29:28,42.0167,12.75,53.01,81,93,1.01
92,Pisco,PE,2021-02-04 22:29:28,-13.7,-76.2167,77.0,65,0,16.11
93,Yumen,CN,2021-02-04 22:26:36,40.2833,97.2,28.33,62,26,15.97
94,East London,ZA,2021-02-04 22:26:44,-33.0153,27.9116,73.11,78,91,7.31
95,Pacific Grove,US,2021-02-04 22:25:37,36.6177,-121.9166,60.01,54,1,10.36
96,Mahebourg,MU,2021-02-04 22:29:28,-20.4081,57.7,78.8,78,75,11.5
97,Paredon,MX,2021-02-04 22:29:29,16.0333,-93.8667,82.31,50,0,7.63
98,Port Lincoln,AU,2021-02-04 22:29:29,-34.7333,135.8667,60.71,76,66,22.57
99,Bulungu,CD,2021-02-04 22:29:29,-4.55,18.6,72.75,94,88,1.77
100,Hasaki,JP,2021-02-04 22:29:29,35.7333,140.8333,32.0,59,20,4.61
101,Cayenne,GF,2021-02-04 22:29:29,4.9333,-52.3333,80.6,78,90,9.22
102,Saldanha,ZA,2021-02-04 22:29:29,-33.0117,17.9442,62.6,82,0,8.05
103,Henties Bay,NA,2021-02-04 22:29:29,-22.116,14.2845,64.99,85,54,1.01
104,Tombouctou,ML,2021-02-04 22:29:29,20.0,-3.0,75.43,14,74,7.43
105,Duku,NG,2021-02-04 22:29:29,11.2361,4.9073,82.17,15,0,9.42
106,Slonim,BY,2021-02-04 22:29:29,53.0867,25.3219,9.05,95,90,8.93
107,Villarrica,PY,2021-02-04 22:29:30,-25.75,-56.4333,74.53,84,4,4.59
108,Diffa,NE,2021-02-04 22:29:30,13.3154,12.6113,69.89,30,0,11.74
109,Acari,PE,2021-02-04 22:29:30,-15.4311,-74.6158,76.33,61,92,8.66
110,Xixiang,CN,2021-02-04 22:29:30,35.1628,112.865,43.9,48,97,6.26
111,Avarua,CK,2021-02-04 22:26:13,-21.2078,-159.775,84.2,70,94,5.75
112,Coihaique,CL,2021-02-04 22:28:25,-45.5752,-72.0662,86.0,26,0,5.75
113,Labuhan,ID,2021-02-04 22:29:30,-6.8844,112.2051,78.31,86,100,12.24
114,Smirnykh,RU,2021-02-04 22:29:30,49.75,142.8333,-20.07,80,79,4.38
115,Leningradskiy,RU,2021-02-04 22:29:17,69.3833,178.4167,-27.29,85,100,10.11
116,Meulaboh,ID,2021-02-04 22:29:31,4.1363,96.1285,76.14,87,55,4.97
117,Panguna,PG,2021-02-04 22:29:31,-6.3164,155.4848,75.27,83,28,1.83
118,Hammerfest,NO,2021-02-04 22:29:31,70.6634,23.6821,30.2,64,75,21.85
119,Puerto Ayora,EC,2021-02-04 22:29:31,-0.7393,-90.3518,86.0,62,0,12.66
120,Conroe,US,2021-02-04 22:27:22,30.3119,-95.456,78.8,53,40,9.22
121,Samarai,PG,2021-02-04 22:29:31,-10.6167,150.6667,81.61,76,19,4.27
122,Kaitangata,NZ,2021-02-04 22:26:48,-46.2817,169.8464,57.99,66,27,13.0
123,Abha,SA,2021-02-04 22:29:31,18.2164,42.5053,60.8,82,0,5.75
124,Provideniya,RU,2021-02-04 22:29:31,64.3833,-173.3,-8.75,87,100,28.12
125,Kodiak,US,2021-02-04 22:29:32,57.79,-152.4072,30.2,74,1,3.44
126,Mandalgarh,IN,2021-02-04 22:29:32,25.2,75.1,54.01,63,0,5.03
127,Yellowknife,CA,2021-02-04 22:29:32,62.456,-114.3525,-23.01,69,1,9.22
128,Aykhal,RU,2021-02-04 22:29:32,66.0,111.5,-36.92,80,66,4.05
129,Salalah,OM,2021-02-04 22:29:32,17.0151,54.0924,71.6,68,40,3.44
130,Tuatapere,NZ,2021-02-04 22:29:32,-46.1333,167.6833,63.14,58,67,2.91
131,Puebloviejo,CO,2021-02-04 22:29:32,10.9938,-74.2844,91.99,69,92,15.01
132,Srednekolymsk,RU,2021-02-04 22:29:32,67.45,153.6833,-4.47,81,100,18.48
133,Villa Carlos Paz,AR,2021-02-04 22:29:32,-31.4241,-64.4978,82.0,50,0,5.99
134,Saskylakh,RU,2021-02-04 22:26:02,71.9167,114.0833,-40.85,76,0,3.58
135,Timra,SE,2021-02-04 22:29:33,62.487,17.3257,19.0,86,40,13.8
136,Te Anau,NZ,2021-02-04 22:29:33,-45.4167,167.7167,63.1,66,82,0.56
137,Lavrentiya,RU,2021-02-04 22:29:33,65.5833,-171.0,-9.04,86,100,19.64
138,Gold Coast,AU,2021-02-04 22:28:38,-28.0,153.4333,81.0,65,64,8.05
139,Ler,SS,2021-02-04 22:29:33,8.3018,30.1418,82.33,18,5,9.37
140,Kalat,PK,2021-02-04 22:29:33,29.0225,66.5916,32.99,76,0,3.6
141,Ketchikan,US,2021-02-04 22:29:33,55.3422,-131.6461,41.0,100,90,3.44
142,Hovd,MN,2021-02-04 22:29:33,48.0056,91.6419,18.09,81,74,7.43
143,Faanui,PF,2021-02-04 22:29:34,-16.4833,-151.75,81.32,68,41,6.17
144,Makat,KZ,2021-02-04 22:29:34,47.6469,53.3463,37.56,81,75,9.78
145,Winton,US,2021-02-04 22:29:34,37.3894,-120.6133,57.99,51,1,5.59
146,Havelock,US,2021-02-04 22:29:31,34.8791,-76.9013,46.4,46,1,8.05
147,Saint-Pierre,RE,2021-02-04 22:29:34,-21.3393,55.4781,80.6,65,23,4.61
148,Thompson,CA,2021-02-04 22:29:34,55.7435,-97.8558,-5.8,71,90,11.5
149,Aberdeen,GB,2021-02-04 22:29:35,57.1437,-2.0981,36.0,100,90,19.57
150,Haines Junction,CA,2021-02-04 22:29:35,60.7522,-137.5108,-9.4,49,97,3.44
151,Linjiang,CN,2021-02-04 22:29:35,41.8069,126.9078,7.43,90,53,2.08
152,Amapa,BR,2021-02-04 22:29:35,1.0,-52.0,73.81,97,100,2.98
153,Souillac,MU,2021-02-04 22:29:35,-20.5167,57.5167,78.8,78,75,11.5
154,Gombe,NG,2021-02-04 22:29:35,10.2897,11.1673,73.49,20,0,12.55
155,Vila Velha,BR,2021-02-04 22:27:43,-20.3297,-40.2925,80.6,78,0,16.11
156,Cabanas,CU,2021-02-04 22:29:35,22.9758,-82.9219,73.4,53,20,11.5
157,Xuddur,SO,2021-02-04 22:29:35,4.1213,43.8894,67.51,84,0,12.55
158,Ilulissat,GL,2021-02-04 22:29:36,69.2167,-51.1,-0.4,35,0,9.22
159,Klaksvik,FO,2021-02-04 22:26:04,62.2266,-6.589,33.8,64,40,16.11
160,Tongliao,CN,2021-02-04 22:29:36,43.6125,122.2653,9.55,92,0,5.35
161,Longyearbyen,SJ,2021-02-04 22:29:36,78.2186,15.6401,19.4,68,75,16.11
162,Carnarvon,AU,2021-02-04 22:29:36,-24.8667,113.6333,78.19,82,100,21.43
163,Mandurah,AU,2021-02-04 22:29:36,-32.55,115.7,59.0,58,0,14.79
164,Cabo San Lucas,MX,2021-02-04 22:29:36,22.8909,-109.9124,84.2,28,1,9.22
165,San Ramon De La Nueva Oran,AR,2021-02-04 22:27:23,-23.1322,-64.326,82.0,61,45,1.43
166,Sakaiminato,JP,2021-02-04 22:29:37,35.55,133.2333,32.0,86,20,2.3
167,Deputatskiy,RU,2021-02-04 22:29:37,69.3,139.9,-22.32,89,94,4.18
168,Karimnagar,IN,2021-02-04 22:29:37,18.4333,79.15,60.46,59,57,5.82
169,Bilma,NE,2021-02-04 22:29:37,18.6853,12.9164,63.21,29,0,6.87
170,Klatovy,CZ,2021-02-04 22:29:37,49.3955,13.2951,32.0,100,20,1.14
171,Yar-Sale,RU,2021-02-04 22:29:37,66.8333,70.8333,-20.99,87,56,6.22
172,Muros,ES,2021-02-04 22:29:37,42.7762,-9.0603,51.01,90,92,1.01
173,Geraldton,AU,2021-02-04 22:29:08,-28.7667,114.6,73.4,35,40,19.57
174,Mabaruma,GY,2021-02-04 22:29:38,8.2,-59.7833,77.14,80,36,6.06
175,Tucano,BR,2021-02-04 22:29:38,-10.9631,-38.7867,83.25,52,41,9.55
176,Mangaluru,IN,2021-02-04 22:29:38,12.8667,74.8833,75.2,83,39,5.23
177,Labrea,BR,2021-02-04 22:29:38,-7.2586,-64.7981,81.39,91,57,3.0
178,Broome,US,2021-02-04 22:29:38,42.2506,-75.833,35.6,51,1,3.44
179,Hami,CN,2021-02-04 22:29:12,42.8,93.45,25.21,86,0,0.63
180,Tahta,EG,2021-02-04 22:29:38,26.7693,31.5021,57.2,58,40,6.91
181,Kavieng,PG,2021-02-04 22:29:38,-2.5744,150.7967,83.05,76,99,8.43
182,Sturgeon Bay,US,2021-02-04 22:26:06,44.8342,-87.377,32.0,93,90,12.66
183,Ensley,US,2021-02-04 22:24:44,30.5188,-87.2728,64.4,72,90,13.8
184,Severo-Kurilsk,RU,2021-02-04 22:29:39,50.6789,156.125,8.58,88,74,11.07
185,Njombe,TZ,2021-02-04 22:29:27,-9.3333,34.7667,56.48,98,96,1.9
186,Marrakesh,MA,2021-02-04 22:24:55,31.6315,-8.0083,55.4,82,40,6.91
187,Chapais,CA,2021-02-04 22:29:39,49.7834,-74.8492,24.8,68,1,1.05
188,Wanning,CN,2021-02-04 22:29:39,18.8003,110.3967,68.7,77,92,4.21
189,Eyl,SO,2021-02-04 22:29:08,7.9803,49.8164,71.15,77,0,12.15
190,Oriximina,BR,2021-02-04 22:29:39,-1.7656,-55.8661,85.15,62,70,3.04
191,Iqaluit,CA,2021-02-04 22:29:40,63.7506,-68.5145,12.2,85,90,19.57
192,Georgetown,MY,2021-02-04 22:26:51,5.4112,100.3354,78.01,78,20,6.71
193,Antalaha,MG,2021-02-04 22:29:40,-14.9003,50.2788,75.18,89,92,5.06
194,Wodonga,AU,2021-02-04 22:29:40,-36.1167,146.8833,75.2,69,75,17.27
195,Saint George,US,2021-02-04 22:29:40,37.1041,-113.5841,55.99,25,1,5.75
196,Ostrovnoy,RU,2021-02-04 22:29:18,68.0531,39.5131,10.35,92,100,21.47
197,Saint-Leu,RE,2021-02-04 22:29:40,-21.15,55.2833,78.01,59,25,1.9
198,Baijiantan,CN,2021-02-04 22:29:40,45.6333,85.1833,14.77,92,98,1.88
199,Buraydah,SA,2021-02-04 22:27:16,26.326,43.975,68.0,40,40,16.6
200,Luanda,AO,2021-02-04 22:27:14,-8.8368,13.2343,80.6,78,75,10.36
201,Arlit,NE,2021-02-04 22:29:41,18.7369,7.3853,67.46,23,9,10.27
202,Padang,ID,2021-02-04 22:29:41,-0.9492,100.3543,75.2,94,40,2.3
203,Sao Jose Da Coroa Grande,BR,2021-02-04 22:29:41,-8.8978,-35.1478,79.59,77,1,11.48
204,Gladstone,AU,2021-02-04 22:29:41,-23.85,151.25,78.8,65,40,9.22
205,Buala,SB,2021-02-04 22:29:41,-8.145,159.5921,82.17,79,27,9.19
206,Zaysan,KZ,2021-02-04 22:29:41,47.4667,84.8667,16.47,91,100,0.67
207,Nabire,ID,2021-02-04 22:29:41,-3.3667,135.4833,76.91,85,99,2.44
208,Airai,TL,2021-02-04 22:29:41,-8.9266,125.4092,61.29,100,100,3.27
209,Calvinia,ZA,2021-02-04 22:29:42,-31.4707,19.776,63.75,65,0,5.03
210,Victoria,HK,2021-02-04 22:29:42,22.2855,114.1577,63.0,80,24,19.04
211,Mahajanga,MG,2021-02-04 22:29:42,-15.7167,46.3167,77.0,88,40,8.05
212,Kruisfontein,ZA,2021-02-04 22:27:52,-34.0033,24.7314,64.99,89,0,1.01
213,Sechura,PE,2021-02-04 22:29:42,-5.5569,-80.8222,82.02,56,31,14.27
214,Anchorage,US,2021-02-04 22:28:57,61.2181,-149.9003,17.6,73,90,4.61
215,Somotillo,NI,2021-02-04 22:29:43,13.0433,-86.9064,93.2,38,20,4.61
216,Noumea,NC,2021-02-04 22:25:30,-22.2763,166.4572,84.2,70,20,9.22
217,Linxi,CN,2021-02-04 22:29:43,39.7,118.4333,29.25,74,76,6.49
218,Torbay,CA,2021-02-04 22:26:05,47.6666,-52.7314,42.8,100,90,2.3
219,Pangnirtung,CA,2021-02-04 22:29:43,66.1451,-65.7125,5.0,85,90,3.44
220,Rognan,NO,2021-02-04 22:29:43,67.0953,15.3878,12.0,89,0,3.36
221,Shingu,JP,2021-02-04 22:29:43,33.7333,135.9833,36.3,81,15,6.38
222,Bereda,ES,2021-02-04 22:29:43,43.2686,-7.5406,48.0,99,100,1.01
223,Moroni,KM,2021-02-04 22:29:43,-11.7022,43.2551,80.85,71,41,3.51
224,Luoyang,CN,2021-02-04 22:29:44,34.6836,112.4536,48.0,99,88,7.47
225,Okato,NZ,2021-02-04 22:29:44,-39.2,173.8833,62.01,57,0,15.99
226,Murray Bridge,AU,2021-02-04 22:29:44,-35.1167,139.2667,60.01,80,4,14.83
227,Fort Nelson,CA,2021-02-04 22:29:44,58.8053,-122.7002,-11.2,58,75,3.44
228,Eureka,US,2021-02-04 22:27:11,40.8021,-124.1637,55.0,59,1,8.01
229,Bengkulu,ID,2021-02-04 22:26:58,-3.8004,102.2655,74.75,85,88,4.74
230,Akureyri,IS,2021-02-04 22:29:44,65.6835,-18.0878,30.2,59,0,10.36
231,Whyalla,AU,2021-02-04 22:29:45,-33.0333,137.5833,60.8,63,0,19.57
232,Cidreira,BR,2021-02-04 22:29:45,-30.1811,-50.2056,70.14,77,57,21.21
233,Lagos De Moreno,MX,2021-02-04 22:28:07,21.35,-101.9167,86.0,6,1,13.8
234,Odienne,CI,2021-02-04 22:29:45,9.51,-7.5692,78.19,21,48,2.91
235,Daru,PG,2021-02-04 22:29:45,-9.0763,143.2092,78.94,86,98,12.3
236,San Vicente,AR,2021-02-04 22:29:45,-26.6167,-54.1333,73.67,63,24,5.82
237,Nizhneangarsk,RU,2021-02-04 22:29:45,55.7833,109.55,0.86,84,100,2.53
238,Ancud,CL,2021-02-04 22:29:45,-41.8697,-73.8203,78.8,36,0,11.5
239,Antofagasta,CL,2021-02-04 22:28:49,-23.65,-70.4,68.0,73,20,13.8
240,Praia Da Vitoria,PT,2021-02-04 22:29:45,38.7333,-27.0667,53.6,76,75,23.8
241,Jojoima,SL,2021-02-04 22:29:46,7.8792,-10.7878,77.5,77,35,4.94
242,Najran,SA,2021-02-04 22:29:46,17.4924,44.1277,60.8,31,0,2.75
243,College,US,2021-02-04 22:24:57,64.8569,-147.8028,-11.99,70,20,5.75
244,Marsh Harbour,BS,2021-02-04 22:29:46,26.5412,-77.0636,65.59,51,25,4.0
245,Binucayan,PH,2021-02-04 22:29:46,8.25,125.7167,69.93,95,38,0.98
246,Salinopolis,BR,2021-02-04 22:29:46,-0.6136,-47.3561,80.37,82,68,10.45
247,Namibe,AO,2021-02-04 22:29:46,-15.1961,12.1522,72.32,69,0,9.33
248,Plymouth,US,2021-02-04 22:29:47,41.8334,-70.8328,37.99,60,90,6.91
249,Middelburg,ZA,2021-02-04 22:29:47,-25.7751,29.4648,64.56,87,100,3.15
250,Porto Novo,BJ,2021-02-04 22:29:47,6.4965,2.6036,84.2,84,40,12.66
251,Chulumani,BO,2021-02-04 22:29:47,-16.4096,-67.5263,68.32,76,100,1.1
252,Greensburg,US,2021-02-04 22:29:47,40.3015,-79.5389,35.6,44,90,10.36
253,Dudinka,RU,2021-02-04 22:29:47,69.4058,86.1778,-30.53,85,96,4.68
254,Esperance,AU,2021-02-04 22:29:47,-33.8667,121.9,57.2,72,90,3.44
255,Mareeba,AU,2021-02-04 22:29:16,-17.0,145.4333,81.0,83,75,3.44
256,Teya,RU,2021-02-04 22:29:47,60.3778,92.6267,0.18,89,99,4.43
257,Marawi,PH,2021-02-04 22:29:48,7.9986,124.2928,73.0,88,68,5.99
258,Burnie,AU,2021-02-04 22:28:20,-41.0667,145.9167,70.0,96,100,8.99
259,Terra Santa,BR,2021-02-04 22:29:48,-2.1042,-56.4869,85.01,63,56,2.66
260,Hamilton,US,2021-02-04 22:29:43,39.1834,-84.5333,36.0,75,90,3.44
261,Katsuura,JP,2021-02-04 22:29:48,35.1333,140.3,41.0,52,20,17.27
262,Nemuro,JP,2021-02-04 22:29:48,43.3236,145.575,12.09,88,29,11.16
263,Pangai,TO,2021-02-04 22:29:48,-19.8,-174.35,84.2,84,75,9.22
264,Big Spring,US,2021-02-04 22:29:48,32.2504,-101.4787,60.8,31,1,17.27
265,Yazman,PK,2021-02-04 22:29:49,29.1212,71.7446,55.78,50,0,7.7
266,Kamenka,RU,2021-02-04 22:29:49,51.3223,42.7678,37.99,98,100,13.89
267,Maceio,BR,2021-02-04 22:29:49,-9.6658,-35.7353,78.8,83,0,9.22
268,Coahuayana,MX,2021-02-04 22:29:49,18.7333,-103.6833,83.88,57,0,6.49
269,Lumeje,AO,2021-02-04 22:29:49,-11.55,20.7833,66.85,83,7,3.49
270,Linares,CL,2021-02-04 22:29:49,-35.85,-71.6,90.97,28,24,7.18
271,Sarangani,PH,2021-02-04 22:29:49,5.4033,125.4636,81.73,77,76,19.06
272,Tura,IN,2021-02-04 22:29:49,25.5198,90.2201,60.6,54,0,3.89
273,Ponta Do Sol,PT,2021-02-04 22:29:49,32.6667,-17.1,51.01,62,97,1.99
274,Odawara,JP,2021-02-04 22:27:18,35.2556,139.1597,36.0,72,0,1.16
275,Husavik,IS,2021-02-04 22:27:39,66.0449,-17.3389,30.2,59,0,10.36
276,Pasrur,PK,2021-02-04 22:29:50,32.2641,74.6634,51.8,76,95,0.76
277,Soma,TR,2021-02-04 22:29:50,39.1855,27.6094,46.4,93,0,2.53
278,Cubara,CO,2021-02-04 22:29:50,7.0008,-72.1085,88.7,38,63,1.66
279,Savelugu,GH,2021-02-04 22:29:50,9.6244,-0.8253,85.87,14,4,4.83
280,Santa Rosa,PH,2021-02-04 22:29:50,14.3122,121.1114,78.01,78,75,1.14
281,New Amsterdam,GY,2021-02-04 22:29:50,6.25,-57.5167,76.96,80,10,8.34
282,Olafsvik,IS,2021-02-04 22:29:50,64.8945,-23.7142,38.34,79,95,40.31
283,Mayor Pablo Lagerenza,PY,2021-02-04 22:29:51,-19.9309,-60.7718,85.37,49,97,8.32
284,Griffith,US,2021-02-04 22:29:51,41.5284,-87.4237,33.8,93,90,19.57
285,Bentiu,SS,2021-02-04 22:29:51,9.2333,29.8333,81.05,16,0,8.59
286,Takoradi,GH,2021-02-04 22:29:51,4.8845,-1.7554,79.99,86,4,8.21
287,High Rock,BS,2021-02-04 22:29:51,26.6208,-78.2833,66.2,52,0,6.91
288,Innisfail,AU,2021-02-04 22:29:51,-17.5333,146.0333,79.48,82,94,0.63
289,Bongaree,AU,2021-02-04 22:29:51,-27.0797,153.1586,79.0,78,91,9.73
290,Amiens,FR,2021-02-04 22:25:10,49.9,2.3,46.99,93,90,9.22
291,Hambantota,LK,2021-02-04 22:29:51,6.1241,81.1185,75.2,88,20,10.36
292,Elk,PL,2021-02-04 22:27:45,53.8282,22.3647,13.89,95,95,5.37
293,Skorodnoye,RU,2021-02-04 22:29:52,51.071,37.2276,33.8,100,90,8.95
294,Calama,CL,2021-02-04 22:29:52,-22.4667,-68.9333,75.2,19,0,25.32
295,Sept-Iles,CA,2021-02-04 22:29:52,50.2001,-66.3821,30.99,80,99,4.61
